"FlowRunName";"Status";"LocalStartTime";"LocalEndTime";"Trigger Property: AVDTNumber";"Trigger Property: ID_VDL";"Trigger Property: SiteUrl";"FlowRunLink";"FlowError"
"08585023277669500310554454717CU153";"Succeeded";"11/6/2023 2:58:38 PM";"11/6/2023 2:58:38 PM";"AVDT-4274-TCM-7500105771-00125";"36759";"https://tecnimont.sharepoint.com/sites/vdm_4274";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023277669500310554454717CU153";"N/A"
"08585023277561607147511103533CU155";"Succeeded";"11/6/2023 2:58:49 PM";"11/6/2023 2:58:49 PM";"AVDT-4300-P4-TCM-7500105818-00736";"34126";"https://tecnimont.sharepoint.com/sites/vdm_43P4";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023277561607147511103533CU155";"N/A"
"08585023277341591718684918177CU187";"Succeeded";"11/6/2023 2:59:11 PM";"11/6/2023 2:59:11 PM";"AVDT-4325-TCM-7500109181-00032";"14745";"https://tecnimont.sharepoint.com/sites/vdm_4325";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023277341591718684918177CU187";"N/A"
"08585023275462742554182549445CU250";"Succeeded";"11/6/2023 3:02:19 PM";"11/6/2023 3:02:20 PM";"AVDT-4300-P4-TCM-7500105101-00185";"37800";"https://tecnimont.sharepoint.com/sites/vdm_43P4";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023275462742554182549445CU250";"N/A"
"08585023275462545554841696103CU184";"Succeeded";"11/6/2023 3:02:19 PM";"11/6/2023 3:02:19 PM";"AVDT-4300-P4-TCM-7500105101-00185";"37798";"https://tecnimont.sharepoint.com/sites/vdm_43P4";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023275462545554841696103CU184";"N/A"
"08585023275458384396457904627CU157";"Succeeded";"11/6/2023 3:02:19 PM";"11/6/2023 3:02:19 PM";"AVDT-4300-P4-TCM-7500105101-00185";"37799";"https://tecnimont.sharepoint.com/sites/vdm_43P4";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023275458384396457904627CU157";"N/A"
"08585023274631873516225795150CU172";"Succeeded";"11/6/2023 3:03:42 PM";"11/6/2023 3:03:42 PM";"AVDT-K439-KT-7500110968-00031";"7793";"https://tecnimont.sharepoint.com/sites/vdm_k439";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023274631873516225795150CU172";"N/A"
"08585023273460981869462341327CU171";"Succeeded";"11/6/2023 3:05:39 PM";"11/6/2023 3:05:39 PM";"AVDT-A2201-KT-7500114709-00011";"2182";"https://tecnimont.sharepoint.com/sites/vdm_A2201";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023273460981869462341327CU171";"N/A"
"08585023271229304873581847506CU188";"Succeeded";"11/6/2023 3:09:22 PM";"11/6/2023 3:09:22 PM";"AVDT-K475-TCM-7500113769-00011";"1341";"https://tecnimont.sharepoint.com/sites/vdm_K475";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023271229304873581847506CU188";"N/A"
"08585023271210061166956204445CU188";"Succeeded";"11/6/2023 3:09:24 PM";"11/6/2023 3:09:24 PM";"AVDT-4355-TCM-7500116106-00001";"13819";"https://tecnimont.sharepoint.com/sites/vdm_4355";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023271210061166956204445CU188";"N/A"
"08585023269155008925049429999CU186";"Succeeded";"11/6/2023 3:12:49 PM";"11/6/2023 3:12:50 PM";"AVDT-4355-TCM-7500110148-00117";"1356";"https://tecnimont.sharepoint.com/sites/vdm_4355";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023269155008925049429999CU186";"N/A"
"08585023264907797365608208868CU190";"Succeeded";"11/6/2023 3:19:54 PM";"11/6/2023 3:19:55 PM";"AVDT-4300-U4-TCM-7500111335-00029";"19299";"https://tecnimont.sharepoint.com/sites/vdm_43U4";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023264907797365608208868CU190";"N/A"
"08585023264387305958140350247CU171";"Succeeded";"11/6/2023 3:20:46 PM";"11/6/2023 3:20:47 PM";"AVDT-A2201-KT-7500110758-00057";"2133";"https://tecnimont.sharepoint.com/sites/vdm_A2201";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023264387305958140350247CU171";"N/A"
"08585023263264525436493171170CU158";"Succeeded";"11/6/2023 3:22:39 PM";"11/6/2023 3:22:39 PM";"AVDT-A2201-KT-7500114801-00010";"2110";"https://tecnimont.sharepoint.com/sites/vdm_A2201";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023263264525436493171170CU158";"N/A"
"08585023261927177246861667746CU187";"Succeeded";"11/6/2023 3:24:52 PM";"11/6/2023 3:24:53 PM";"AVDT-K475-TCM-7500112855-00120";"2052";"https://tecnimont.sharepoint.com/sites/vdm_K475";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023261927177246861667746CU187";"N/A"
"08585023261785125260068578711CU155";"Succeeded";"11/6/2023 3:25:06 PM";"11/6/2023 3:25:07 PM";"AVDT-4300-U4-TCM-7500111327-00011";"13120";"https://tecnimont.sharepoint.com/sites/vdm_43U4";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023261785125260068578711CU155";"N/A"
"08585023260395582683012936571CU253";"Succeeded";"11/6/2023 3:27:25 PM";"11/6/2023 3:27:26 PM";"AVDT-K481-KT-7500112451-00036";"1789";"https://tecnimont.sharepoint.com/sites/vdm_K481";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023260395582683012936571CU253";"N/A"
"08585023260388361511669041284CU174";"Succeeded";"11/6/2023 3:27:26 PM";"11/6/2023 3:27:27 PM";"AVDT-K481-KT-7500112451-00036";"1792";"https://tecnimont.sharepoint.com/sites/vdm_K481";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023260388361511669041284CU174";"N/A"
"08585023260387559298621214308CU156";"Succeeded";"11/6/2023 3:27:26 PM";"11/6/2023 3:27:26 PM";"AVDT-K481-KT-7500112451-00036";"1791";"https://tecnimont.sharepoint.com/sites/vdm_K481";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023260387559298621214308CU156";"N/A"
"08585023260383630296339351576CU250";"Succeeded";"11/6/2023 3:27:27 PM";"11/6/2023 3:27:27 PM";"AVDT-K481-KT-7500112451-00036";"1790";"https://tecnimont.sharepoint.com/sites/vdm_K481";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023260383630296339351576CU250";"N/A"
"08585023259517169532930278190CU186";"Succeeded";"11/6/2023 3:28:53 PM";"11/6/2023 3:28:54 PM";"AVDT-4300-U4-TCM-7500107546-00025";"17128";"https://tecnimont.sharepoint.com/sites/vdm_43U4";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023259517169532930278190CU186";"N/A"
"08585023258985208449126057079CU170";"Succeeded";"11/6/2023 3:29:46 PM";"11/6/2023 3:29:47 PM";"AVDT-4325-TCM-7500112264-00038";"14959";"https://tecnimont.sharepoint.com/sites/vdm_4325";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023258985208449126057079CU170";"N/A"
"08585023258294745843448309792CU170";"Succeeded";"11/6/2023 3:30:56 PM";"11/6/2023 3:30:56 PM";"AVDT-4325-TCM-7500106994-00275";"14863";"https://tecnimont.sharepoint.com/sites/vdm_4325";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023258294745843448309792CU170";"N/A"
"08585023258236452175459775211CU191";"Succeeded";"11/6/2023 3:31:01 PM";"11/6/2023 3:31:02 PM";"AVDT-4325-TCM-7500106994-00276";"15703";"https://tecnimont.sharepoint.com/sites/vdm_4325";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023258236452175459775211CU191";"N/A"
"08585023256034295358975312719CU172";"Succeeded";"11/6/2023 3:34:42 PM";"11/6/2023 3:34:42 PM";"AVDT-4355-TCM-7500113460-00099";"9349";"https://tecnimont.sharepoint.com/sites/vdm_4355";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023256034295358975312719CU172";"N/A"
"08585023250462083343887487169CU189";"Succeeded";"11/6/2023 3:43:59 PM";"11/6/2023 3:43:59 PM";"AVDT-4300-U4-TCM-7500110526-00054";"17227";"https://tecnimont.sharepoint.com/sites/vdm_43U4";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023250462083343887487169CU189";"N/A"
"08585023250453572100234625329CU248";"Succeeded";"11/6/2023 3:44:00 PM";"11/6/2023 3:44:00 PM";"AVDT-4300-U4-TCM-7500110526-00054";"17228";"https://tecnimont.sharepoint.com/sites/vdm_43U4";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/180a65e6-5246-4b25-a2f9-35da203a900b/runs/08585023250453572100234625329CU248";"N/A"
