"FlowRunName";"Status";"LocalStartTime";"LocalEndTime";"Trigger Property: DistributionMatrix";"Trigger Property: DocumentNumber";"Trigger Property: Message-Communication";"Trigger Property: Message-Warning";"Trigger Property: SiteURL";"Trigger Property: Transmittal";"FlowRunLink";"FlowError"
"08584986074735621281360933182CU00";"Succeeded";"12/19/2023 4:23:31 PM";"12/19/2023 4:23:39 PM";;"4355-VK-FP-22000004";"New document uploaded and ready for internal workflow:";"Document 4355-VK-FP-22000004 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4355DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986074735621281360933182CU00";"N/A"
"08584986074735014897253612882CU07";"Succeeded";"12/19/2023 4:23:31 PM";"12/19/2023 4:23:36 PM";;"4355-VK-FP-21000004";"New document uploaded and ready for internal workflow:";"Document 4355-VK-FP-21000004 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4355DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986074735014897253612882CU07";"N/A"
"08584986073802434708371924454CU03";"Succeeded";"12/19/2023 4:25:05 PM";"12/19/2023 4:25:13 PM";;"4300-KK-MR-U40000104";"New document uploaded and ready for internal workflow:";"Document 4300-KK-MR-U40000104 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43U4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986073802434708371924454CU03";"N/A"
"08584986072154624245140061356CU193";"Succeeded";"12/19/2023 4:27:50 PM";"12/19/2023 4:28:03 PM";;"4377-WZ-CP-Z0000007";"New document uploaded and ready for internal workflow:";"Document 4377-WZ-CP-Z0000007 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4377DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986072154624245140061356CU193";"N/A"
"08584986072153967863798744257CU197";"Succeeded";"12/19/2023 4:27:50 PM";"12/19/2023 4:28:08 PM";;"4377-WZ-CP-Z0000006";"New document uploaded and ready for internal workflow:";"Document 4377-WZ-CP-Z0000006 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4377DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986072153967863798744257CU197";"N/A"
"08584986072149615342533432549CU199";"Succeeded";"12/19/2023 4:27:50 PM";"12/19/2023 4:27:58 PM";;"4377-AI-CS-B1000001";"New document uploaded and ready for internal workflow:";"Document 4377-AI-CS-B1000001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4377DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986072149615342533432549CU199";"N/A"
"08584986070806610247750231551CU33";"Succeeded";"12/19/2023 4:30:04 PM";"12/19/2023 4:30:24 PM";;"4300-AI-DU-133051111";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-133051111 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986070806610247750231551CU33";"N/A"
"08584986070802720614091333036CU02";"Succeeded";"12/19/2023 4:30:05 PM";"12/19/2023 4:30:14 PM";;"4300-AI-DU-133051116";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-133051116 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986070802720614091333036CU02";"N/A"
"08584986070802208469001658022CU197";"Succeeded";"12/19/2023 4:30:05 PM";"12/19/2023 4:30:15 PM";;"4300-AI-DU-133051103";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-133051103 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986070802208469001658022CU197";"N/A"
"08584986070800198907339142645CU197";"Succeeded";"12/19/2023 4:30:05 PM";"12/19/2023 4:30:15 PM";;"4300-AI-DU-133051112";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-133051112 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986070800198907339142645CU197";"N/A"
"08584986070799807601175433583CU33";"Succeeded";"12/19/2023 4:30:05 PM";"12/19/2023 4:30:13 PM";;"4300-AI-DU-133051107";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-133051107 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986070799807601175433583CU33";"N/A"
"08584986070799565922523528277CU03";"Succeeded";"12/19/2023 4:30:05 PM";"12/19/2023 4:30:16 PM";;"4300-AI-DU-133051104";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-133051104 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986070799565922523528277CU03";"N/A"
"08584986070799511111874366774CU14";"Succeeded";"12/19/2023 4:30:05 PM";"12/19/2023 4:30:14 PM";;"4300-AI-DU-133051106";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-133051106 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986070799511111874366774CU14";"N/A"
"08584986070793924374003124311CU39";"Succeeded";"12/19/2023 4:30:06 PM";"12/19/2023 4:30:19 PM";;"4300-AI-DU-133051101";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-133051101 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986070793924374003124311CU39";"N/A"
"08584986070618670632782941411CU39";"Succeeded";"12/19/2023 4:30:23 PM";"12/19/2023 4:30:35 PM";;"4325-AA-CS-30341401";"New document uploaded and ready for internal workflow:";"Document 4325-AA-CS-30341401 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4325DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986070618670632782941411CU39";"N/A"
"08584986066101722687469601512CU39";"Succeeded";"12/19/2023 4:37:55 PM";"12/19/2023 4:38:05 PM";;"4300-AA-DC-125020315";"New document uploaded and ready for internal workflow:";"Document 4300-AA-DC-125020315 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986066101722687469601512CU39";"N/A"
"08584986066098441056330459666CU35";"Succeeded";"12/19/2023 4:37:55 PM";"12/19/2023 4:38:02 PM";;"4300-AA-DC-125020314";"New document uploaded and ready for internal workflow:";"Document 4300-AA-DC-125020314 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986066098441056330459666CU35";"N/A"
"08584986065343129708301133255CU199";"Succeeded";"12/19/2023 4:39:11 PM";"12/19/2023 4:39:21 PM";"DistributionMatrixClientTransmittal";"4398-CD-DX-00360D4002";"New transmittal incoming from client: <a href='https://tecnimont.sharepoint.com/sites/4398DigitalDocuments/C/D/DX/4398-CD-DX-00360D4002/0/CMTD/'>4398-CD-DX-00360D4002 - 0 - MECHANICAL DATA SHEETS FOR PRESSURE VESSELS - 360-D-4002 DME LIGHTS COLUMN REBOILER CONDENSATE DRUM- IFR - 2-Accepted with comments. </a>";"Document <b>4398-CD-DX-00360D4002</b><br /> was not found in Distribution Matrix";"https://tecnimont.sharepoint.com/sites/4398DigitalDocuments";"True";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986065343129708301133255CU199";"N/A"
"08584986065325363769887344688CU13";"Succeeded";"12/19/2023 4:39:12 PM";"12/19/2023 4:39:18 PM";"DistributionMatrixClientTransmittal";"4398-CD-DX-00360D5002";"New transmittal incoming from client: <a href='https://tecnimont.sharepoint.com/sites/4398DigitalDocuments/C/D/DX/4398-CD-DX-00360D5002/0/CMTD/'>4398-CD-DX-00360D5002 - 0 - MECHANICAL DATA SHEETS FOR PRESSURE VESSELS - 360-D-5002 MTBE TOPPING COLUMN REBOILER CONDENSATE DRUM- IFR - 2-Accepted with comments. </a>";"Document <b>4398-CD-DX-00360D5002</b><br /> was not found in Distribution Matrix";"https://tecnimont.sharepoint.com/sites/4398DigitalDocuments";"True";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986065325363769887344688CU13";"N/A"
"08584986063598347623794681458CU02";"Succeeded";"12/19/2023 4:42:05 PM";"12/19/2023 4:42:12 PM";;"4377-AA-DC-C2900001";"New document uploaded and ready for internal workflow:";"Document 4377-AA-DC-C2900001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4377DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986063598347623794681458CU02";"N/A"
"08584986063597098581441929984CU33";"Succeeded";"12/19/2023 4:42:05 PM";"12/19/2023 4:42:14 PM";;"4377-AA-DC-C2900002";"New document uploaded and ready for internal workflow:";"Document 4377-AA-DC-C2900002 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4377DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986063597098581441929984CU33";"N/A"
"08584986060835468589474967821CU02";"Succeeded";"12/19/2023 4:46:41 PM";"12/19/2023 4:46:51 PM";;"4355-VY-FP-22007001";"New document uploaded and ready for internal workflow:";"Document 4355-VY-FP-22007001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4355DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986060835468589474967821CU02";"N/A"
"08584986060835390828632462465CU08";"Succeeded";"12/19/2023 4:46:41 PM";"12/19/2023 4:46:51 PM";;"4355-VY-FP-21007001";"New document uploaded and ready for internal workflow:";"Document 4355-VY-FP-21007001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4355DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986060835390828632462465CU08";"N/A"
"08584986059078244892811506749CU36";"Succeeded";"12/19/2023 4:49:37 PM";"12/19/2023 4:51:11 PM";;"4300-BH-CS-133009408-03";"New document uploaded and ready for internal workflow:";"Document 4300-BH-CS-133009408-03 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986059078244892811506749CU36";"N/A"
"08584986059078138081179274038CU12";"Succeeded";"12/19/2023 4:49:37 PM";"12/19/2023 4:49:44 PM";;"4300-BH-SE-133009408-01";"New document uploaded and ready for internal workflow:";"Document 4300-BH-SE-133009408-01 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986059078138081179274038CU12";"N/A"
"08584986059069775381292316464CU39";"Succeeded";"12/19/2023 4:49:38 PM";"12/19/2023 4:49:47 PM";;"4300-BH-CS-133009408-01";"New document uploaded and ready for internal workflow:";"Document 4300-BH-CS-133009408-01 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986059069775381292316464CU39";"N/A"
"08584986058391371987155860038CU32";"Succeeded";"12/19/2023 4:50:46 PM";"12/19/2023 4:50:51 PM";;"4300-XH-LP-990370001";"New document uploaded and ready for internal workflow:";"Document 4300-XH-LP-990370001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43U4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986058391371987155860038CU32";"N/A"
"08584986057231411215546694407CU02";"Succeeded";"12/19/2023 4:52:42 PM";"12/19/2023 4:52:47 PM";;"4300-AA-CS-125030101";"New document uploaded and ready for internal workflow:";"Document 4300-AA-CS-125030101 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986057231411215546694407CU02";"N/A"
"08584986057082705139978905763CU10";"Succeeded";"12/19/2023 4:52:57 PM";"12/19/2023 4:53:02 PM";;"4305-PZ-RP-000000WPR4001066";"New document uploaded and ready for internal workflow:";"Document 4305-PZ-RP-000000WPR4001066 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4305DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986057082705139978905763CU10";"N/A"
"08584986055067984124963589946CU07";"Succeeded";"12/19/2023 4:56:18 PM";"12/19/2023 4:56:23 PM";;"4300-AA-CS-125010507";"New document uploaded and ready for internal workflow:";"Document 4300-AA-CS-125010507 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986055067984124963589946CU07";"N/A"
"08584986054483886872004296528CU193";"Succeeded";"12/19/2023 4:57:17 PM";"12/19/2023 4:57:26 PM";;"K481-SB00-01-DW-1523-001";"New document uploaded and ready for internal workflow:";"Document K481-SB00-01-DW-1523-001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/K481DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986054483886872004296528CU193";"N/A"
"08584986054479617239590129995CU10";"Succeeded";"12/19/2023 4:57:17 PM";"12/19/2023 4:57:23 PM";;"K481-0000-00-DW-1532-001";"New document uploaded and ready for internal workflow:";"Document K481-0000-00-DW-1532-001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/K481DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986054479617239590129995CU10";"N/A"
"08584986054406612231831961277CU12";"Succeeded";"12/19/2023 4:57:24 PM";"12/19/2023 4:57:30 PM";;"K484-0000-0000-MR-1572-00";"New document uploaded and ready for internal workflow:";"Document K484-0000-0000-MR-1572-00 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/K484DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986054406612231831961277CU12";"N/A"
"08584986054406418931532937685CU10";"Succeeded";"12/19/2023 4:57:24 PM";"12/19/2023 4:57:30 PM";;"K484-3900-0000-MR-0710-01";"New document uploaded and ready for internal workflow:";"Document K484-3900-0000-MR-0710-01 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/K484DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986054406418931532937685CU10";"N/A"
"08584986052223726944371072718CU37";"Succeeded";"12/19/2023 5:01:03 PM";"12/19/2023 5:01:27 PM";;"K503-100-MTO-1611-01";"New document uploaded and ready for internal workflow:";"Document K503-100-MTO-1611-01 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/K503DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986052223726944371072718CU37";"N/A"
"08584986051297965391699917463CU34";"Succeeded";"12/19/2023 5:02:35 PM";"12/19/2023 5:02:44 PM";;"K443-S81-A00-SP-0212-001";"New document uploaded and ready for internal workflow:";"Document K443-S81-A00-SP-0212-001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/K443DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986051297965391699917463CU34";"N/A"
"08584986051295693068314754477CU08";"Succeeded";"12/19/2023 5:02:35 PM";"12/19/2023 5:02:44 PM";;"K443-T21-A00-SP-4150-101";"New document uploaded and ready for internal workflow:";"Document K443-T21-A00-SP-4150-101 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/K443DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986051295693068314754477CU08";"N/A"
"08584986051295888233385509750CU194";"Succeeded";"12/19/2023 5:02:35 PM";"12/19/2023 5:02:47 PM";;"K443-T25-A00-SP-1584-001";"New document uploaded and ready for internal workflow:";"Document K443-T25-A00-SP-1584-001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/K443DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986051295888233385509750CU194";"N/A"
"08584986051290583894550775720CU198";"Succeeded";"12/19/2023 5:02:36 PM";"12/19/2023 5:02:42 PM";;"K443-S81-A00-SP-0212-002";"New document uploaded and ready for internal workflow:";"Document K443-S81-A00-SP-0212-002 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/K443DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986051290583894550775720CU198";"N/A"
"08584986048466934681947533918CU194";"Succeeded";"12/19/2023 5:07:18 PM";"12/19/2023 5:07:35 PM";;"4300-AI-DU-133040905";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-133040905 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986048466934681947533918CU194";"N/A"
"08584986047801189177547340919CU05";"Succeeded";"12/19/2023 5:08:25 PM";"12/19/2023 5:08:36 PM";;"4377-AA-DA-C2900001";"New document uploaded and ready for internal workflow:";"Document 4377-AA-DA-C2900001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4377DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986047801189177547340919CU05";"N/A"
"08584986043439910517931382570CU37";"Succeeded";"12/19/2023 5:15:41 PM";"12/19/2023 5:15:48 PM";;"4305-JK-LP-000100NM1511001";"New document uploaded and ready for internal workflow:";"Document 4305-JK-LP-000100NM1511001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4305DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986043439910517931382570CU37";"N/A"
"08584986042033056920624159958CU03";"Succeeded";"12/19/2023 5:18:02 PM";"12/19/2023 5:18:13 PM";;"4305-JK-LP-A10000NM1511001";"New document uploaded and ready for internal workflow:";"Document 4305-JK-LP-A10000NM1511001 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4305DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986042033056920624159958CU03";"N/A"
"08584986039368324855316982614CU05";"Succeeded";"12/19/2023 5:22:28 PM";"12/19/2023 5:22:34 PM";;"4300-BH-DD-133009408-95";"New document uploaded and ready for internal workflow:";"Document 4300-BH-DD-133009408-95 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986039368324855316982614CU05";"N/A"
"08584986039367112319757049604CU04";"Succeeded";"12/19/2023 5:22:28 PM";"12/19/2023 5:22:45 PM";;"4300-BH-DD-133009408-96";"New document uploaded and ready for internal workflow:";"Document 4300-BH-DD-133009408-96 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986039367112319757049604CU04";"N/A"
"08584986039366668099588287843CU15";"Succeeded";"12/19/2023 5:22:28 PM";"12/19/2023 5:22:35 PM";;"4300-BH-DD-133009408-01";"New document uploaded and ready for internal workflow:";"Document 4300-BH-DD-133009408-01 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986039366668099588287843CU15";"N/A"
"08584986039365960423102352291CU32";"Succeeded";"12/19/2023 5:22:28 PM";"12/19/2023 5:22:37 PM";;"4300-BH-DD-133009408-21";"New document uploaded and ready for internal workflow:";"Document 4300-BH-DD-133009408-21 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43P4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986039365960423102352291CU32";"N/A"
"08584986038267094320722270819CU197";"Succeeded";"12/19/2023 5:24:18 PM";"12/19/2023 5:24:27 PM";;"4300-AI-DU-680280085";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-680280085 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43U4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986038267094320722270819CU197";"N/A"
"08584986038266912046467692721CU193";"Succeeded";"12/19/2023 5:24:18 PM";"12/19/2023 5:24:29 PM";;"4300-AI-DU-680280081";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-680280081 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43U4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986038266912046467692721CU193";"N/A"
"08584986038264234195277040024CU11";"Succeeded";"12/19/2023 5:24:19 PM";"12/19/2023 5:24:24 PM";;"4300-AI-DU-680280086";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-680280086 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43U4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986038264234195277040024CU11";"N/A"
"08584986038221070827592077740CU192";"Succeeded";"12/19/2023 5:24:23 PM";"12/19/2023 5:24:29 PM";;"4300-AI-DU-680280084";"New document uploaded and ready for internal workflow:";"Document 4300-AI-DU-680280084 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/43U4DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986038221070827592077740CU192";"N/A"
"08584986037501408131448635059CU15";"Succeeded";"12/19/2023 5:25:35 PM";"12/19/2023 5:25:41 PM";;"4377-AA-DA-C2000002";"New document uploaded and ready for internal workflow:";"Document 4377-AA-DA-C2000002 has no related distribution matrix";"https://tecnimont.sharepoint.com/sites/4377DigitalDocuments";"False";"https://make.powerautomate.com/environments/Default-7cc91888-5aa0-49e5-a836-22cda2eae0fc/flows/94df5bd1-eea7-414b-91e9-4f7ba5c7bf44/runs/08584986037501408131448635059CU15";"N/A"
