Timestamp;Type;ListName;ID;Action;Key;Value;OldValue
2023-12-20 13:18:50;[SUCCESS];DocumentList;57 - K514-016-PLG-5001 - A - UPDATE - Previous '0'
2023-12-20 13:18:50;[WARNING];P - PROJECT CONTROL - Files - K514-016-PLG-5001 - 0 - EMPTY OR NOT FOUND
2023-12-20 13:18:53;[SUCCESS];P - PROJECT CONTROL - Folder: A - CREATED
