Timestamp;Type;ListName;ID;Action;Key;Value;OldValue
2023-12-05 15:36:49;[WARNING];NativeDocuments;Name;4300-TCM-P4-VT-08367;CREATED
2023-12-05 15:41:15;[WARNING];NativeDocuments;Name;4300-TCM-P4-VT-08368;CREATED
2023-12-05 15:46:00;[WARNING];NativeDocuments;Name;4300-TCM-P4-VT-08369;CREATED
2023-12-05 15:46:11;[SUCCESS];NativeDocuments;File;NATIVE/4300-XH-VD-PLP4P40000X871901_Q.xlsx;UPLOADED
2023-12-05 15:50:10;[WARNING];NativeDocuments;Name;4300-TCM-P4-VT-08370;CREATED
2023-12-05 15:54:15;[WARNING];NativeDocuments;Name;4300-TCM-P4-VT-08371;CREATED
2023-12-05 15:54:22;[SUCCESS];NativeDocuments;File;NATIVE/4300-AI-VD-FOP4P40000A120001_Q.docx;UPLOADED
2023-12-05 15:54:28;[SUCCESS];NativeDocuments;File;NATIVE/4300-AI-VD-QCP4P40000A120001_Q.docx;UPLOADED
2023-12-05 15:54:33;[SUCCESS];NativeDocuments;File;NATIVE/4300-AI-VD-QPP4P40000A120001_Q.docx;UPLOADED
