Timestamp;Type;ListName;ID;Action;Key;Value;OldValue
2023-12-01 12:51:43;[WARNING];NativeDocuments;Name;4300-TCM-P4-VT-08372;CREATED
2023-12-01 12:55:30;[WARNING];NativeDocuments;Name;4300-TCM-P4-VT-08373;CREATED
