Timestamp;Type;ListName;ID/Doc;Action;Key;Value;OldValue
2024-01-22 14:33:34;[SUCCESS];DocumentList;4422-CR-DX-MM5125R10100;00;UPDATED
EDMSClientTRCode: 
Previous: 
2024-01-22 14:33:36;[SUCCESS];DocumentList;4422-CR-DX-MM5125R10200;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000085
2024-01-22 14:33:38;[SUCCESS];DocumentList;4422-FZ-SG-MM5100000001;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000021
2024-01-22 14:33:41;[SUCCESS];DocumentList;4422-GP-BE-MM5149002003;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000154
2024-01-22 14:33:43;[SUCCESS];DocumentList;4422-GZ-LR-000000000001;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000194
2024-01-22 14:33:45;[SUCCESS];DocumentList;4422-GZ-SG-000000000002;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000211
2024-01-22 14:33:47;[SUCCESS];DocumentList;4422-KK-SG-000000580000;B3;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000163
2024-01-22 14:33:49;[SUCCESS];DocumentList;4422-LB-LD-000000000063;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000027
2024-01-22 14:33:51;[SUCCESS];DocumentList;4422-LB-PC-000000000014;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000027
2024-01-22 14:33:53;[SUCCESS];DocumentList;4422-LB-WR-000000000011;E2;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000092
2024-01-22 14:33:56;[SUCCESS];DocumentList;4422-LB-WS-000000000065;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000027
2024-01-22 14:33:58;[SUCCESS];DocumentList;4422-LQ-PC-000000000009;B1;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000227
2024-01-22 14:34:00;[SUCCESS];DocumentList;4422-NN-BE-000000000001-00;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000153
2024-01-22 14:34:02;[SUCCESS];DocumentList;4422-NN-SG-000000000010-00;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000122
2024-01-22 14:34:05;[SUCCESS];DocumentList;4422-NN-SG-000000000012-00;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000050
2024-01-22 14:34:07;[SUCCESS];DocumentList;4422-NN-SG-000000000019-00;01;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000052
2024-01-22 14:34:09;[SUCCESS];DocumentList;4422-NN-SG-000000000029-00;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000081
2024-01-22 14:34:11;[SUCCESS];DocumentList;4422-PZ-PC-000000000004;B1;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000253
2024-01-22 14:34:13;[SUCCESS];DocumentList;4422-PZ-PW-000000000001;B1;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000300
2024-01-22 14:34:15;[SUCCESS];DocumentList;4422-QZ-PC-000000000002;A2;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000092
2024-01-22 14:34:17;[SUCCESS];DocumentList;4422-SS-FP-207300001901;B1;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000182
2024-01-22 14:34:19;[SUCCESS];DocumentList;4422-SS-FP-207300001904;B1;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000172
2024-01-22 14:34:21;[SUCCESS];DocumentList;4422-SS-FP-207302001902;B1;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000163
2024-01-22 14:34:23;[SUCCESS];DocumentList;4422-SS-FP-207302001903;B1;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000172
2024-01-22 14:34:26;[SUCCESS];DocumentList;4422-SZ-PM-000000000001;B2;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000163
2024-01-22 14:34:28;[SUCCESS];DocumentList;4422-SZ-PM-000000000002;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000279
2024-01-22 14:34:30;[SUCCESS];DocumentList;4422-SZ-PM-000000000008;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000279
2024-01-22 14:34:33;[SUCCESS];DocumentList;4422-SZ-PM-000000000022;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000279
2024-01-22 14:34:35;[SUCCESS];DocumentList;4422-SZ-PM-000000000101;B2;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000163
2024-01-22 14:34:37;[SUCCESS];DocumentList;4422-SZ-SG-000000000004;B3;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000088
2024-01-22 14:34:39;[SUCCESS];DocumentList;4422-SZ-SG-000000000007;B3;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000137
2024-01-22 14:34:42;[SUCCESS];DocumentList;4422-SZ-SR-000000000017;B4;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000163
2024-01-22 14:34:44;[SUCCESS];DocumentList;4422-XP-BE-000000000001;00;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000127
2024-01-22 14:34:46;[SUCCESS];DocumentList;4422-XP-BE-000000000001;0;UPDATED
EDMSClientTRCode: 
Previous: ADNOC HQ-TRANSMIT-000127
